full_text,Label,text,predicted_label
"['saking', 'ngantuknya', 'tidur', 'lrt', 'baca', 'doa', 'tidur', 'geblek']",Bully, saking ngantuknya tidur lrt baca doa tidur geblek ,Bully
"['wkwkwkw', 'geblek']",Bully, wkwkwkw geblek ,Bully
"['song', 'of', 'the', 'bandits', 'keknya', 'nih', 'masuk', 'list', 'best', 'drama', 'ku', 'deh', 'perfect', 'gila']",Bully, song of the bandits keknya nih masuk list best drama ku deh perfect gila ,Bully
"['hace', 'el', 'loco', 'm', 'rale', 'lo', 'que', 'retwitea']",Bully, hace el loco m rale lo que retwitea ,Bully
"['gila', 'jam', 'tidur', 'berantakan', 'bnget']",Bully, gila jam tidur berantakan bnget ,Bully
"['it', 's', 'in', 'the', 'morning', 'ramai', 'gila', 'orang', 'korang', 'doh']",Bully, it s in the morning ramai gila orang korang doh ,Bully
"['i', 'mata', 'berat', 'gila', 'tahan', 'ja', 'certain', 'time', 'terlelap', 'jugak', 'nasib', 'his', 'performance', 'itu', 'bukak', 'mata']",Bully, i mata berat gila tahan ja certain time terlelap jugak nasib his performance itu bukak mata ,Bully
"['nanon', 'cakep', 'pisan', 'pakai', 'biru', 'gila', 'gila']",Bully, nanon cakep pisan pakai biru gila gila ,Bully
"['bestnya', 'weh', 'tgk', 'sungai', 'buloh', 'cantik', 'gila']",Bully, bestnya weh tgk sungai buloh cantik gila ,Bully
"['ih', 'seru', 'banget', 'k', 'eru', 'gila', 'pecah', 'banget']",Bully, ih seru banget k eru gila pecah banget ,Bully
['gila'],Bully, gila ,Bully
"['huah', 'gila', 'tidak', 'nyesel', 'nonton', 'smtown', 'in', 'jakarta', 'lgi', 'konser', 'ngeliatnya', 'rombongan', 'sama', 'family', 'hapy', 'banget', 'trus', 'ya', 'memang', 'keknya', 'mayoritas', 'tuh', 'nctzen', 'elf', 'diliat', 'dari', 'warna', 'fanlight', 'nya', 'cantik', 'tpi', 'tuh', 'benar', 'karokean', 'brg', 'nyanyi', 'kenceng', 'dari', 'a', 'z']",Bully, huah gila tidak nyesel nonton smtown in jakarta lgi konser ngeliatnya rombongan sama family hapy banget trus ya memang keknya mayoritas tuh nctzen elf diliat dari warna fanlight nya cantik tpi tuh benar karokean brg nyanyi kenceng dari a z ,Bully
"['gila', 'deket', 'banget', 'anjt']",Bully, gila deket banget anjt ,Bully
"['jk', 'side', 'profile', 'ganteng', 'banget', 'gila']",Bully, jk side profile ganteng banget gila ,Bully
['gila'],Bully, gila ,Bully
"['gila', 'winter', 'atractive', 'banget']",Bully, gila winter atractive banget ,Bully
"['d', 'is', 'coming', 'woi', 'gila']",Bully, d is coming woi gila ,Bully
"['anjir', 'dah', 'lh', 'gue', 'gila']",Bully, anjir dah lh gue gila ,Bully
"['wih', 'gila', 'muncul']",Bully, wih gila muncul ,Bully
"['gila', 'jaehyun', 'ganteng', 'banget', 'woi', 'mo', 'teriak', 'aja', 'hua']",Bully, gila jaehyun ganteng banget woi mo teriak aja hua ,Bully
"['jajajaja', 'si', 'pero', 'en', 'el', 'pecho', 'lo', 'tengo', 'yo', 'gila', 'jajaja']",Bully, jajajaja si pero en el pecho lo tengo yo gila jajaja ,Bully
"['army', 'gila', 'gila', 'teriaknya', 'kenceng', 'banget', 'wof', 'wof']",Bully, army gila gila teriaknya kenceng banget wof wof ,Bully
"['beneren', 'semua', 'gila', 'deh', 'klau', 'pakai', 'natural', 'hairnya', 'bikin', 'jantung', 'repot']",Bully, beneren semua gila deh klau pakai natural hairnya bikin jantung repot ,Bully
"['gila', 'sih']",Bully, gila sih ,Bully
"['gila', 'bruno', 'main', 'bagus', 'banget']",Bully, gila bruno main bagus banget ,Bully
"['gila', 'ngebaca', 'blnya', 'sonu']",Bully, gila ngebaca blnya sonu ,Bully
"['nonton', 'pas', 'ending', 'nangis', 'bareng', 'mamak', 'ku', 'gila', 'nyesek', 'banget']",Bully, nonton pas ending nangis bareng mamak ku gila nyesek banget ,Bully
"['haha', 'stres', 'gila']",Bully, haha stres gila ,Bully
"['bu', 'ketemu', 'aja', 'takut', 'saksi', 'dari', 'sisi', 'cewe', 'berhubungan', 'suami', 'orang', 'benar', 'wkwkwkw', 'cewe', 'gila']",Bully, bu ketemu aja takut saksi dari sisi cewe berhubungan suami orang benar wkwkwkw cewe gila ,Bully
"['gila', 'racikan', 'matic', 'nya', 'ngeri']",Bully, gila racikan matic nya ngeri ,Bully
"['pemenangnya', 'suju', 'tvxq', 'gila', 'pecah', 'banget', 'sih', 'pas', 'tampil']",Bully, pemenangnya suju tvxq gila pecah banget sih pas tampil ,Bully
"['gila', 'bruno', 'voley', 'nya', 'kek', 'rvp']",Bully, gila bruno voley nya kek rvp ,Bully
"['bruno', 'first', 'timenya', 'gila']",Bully, bruno first timenya gila ,Bully
"['gila', 'evans']",Bully, gila evans ,Bully
"['gils', 'cakep', 'bruno', 'umpan', 'evans', 'gila']",Bully, gils cakep bruno umpan evans gila ,Bully
"['sumpah', 'sangyeon', 'gila', 'banget']",Bully, sumpah sangyeon gila banget ,Bully
"['tau', 'gila', 'jes', 'sengaja', 'nga', 'ambil', 'foto', 'dari', 'angel', 'kaya', 'pany', 'bilboard', 'chicago', 'ya']",Bully, tau gila jes sengaja nga ambil foto dari angel kaya pany bilboard chicago ya ,Bully
"['bagus', 'gila']",Bully, bagus gila ,Bully
"['aja', 'ngeles', 'si', 'monyet', 'lo', 'tidak', 'sadar', 'ayat', 'yang', 'gue', 'bawa', 'ya', 'dari', 'ayatnya', 'lo', 'gila']",Bully, aja ngeles si monyet lo tidak sadar ayat yang gue bawa ya dari ayatnya lo gila ,Bully
"['spil', 'respon', 'crush', 'mu', 'nder', 'gila', 'keren', 'banget', 'lo', 'nder', 'semangat', 'ya']",Bully, spil respon crush mu nder gila keren banget lo nder semangat ya ,Bully
"['org', 'gila', 'biarin', 'aj', 'nykitin', 'dari', 'sndri', 'kek', 'mati', 'kek']",NoBully, org gila biarin aj nykitin dari sndri kek mati kek ,Bully
"['gila', 'gila', 'saking', 'banyaknya', 'buang', 'sampah', 'sembarangan']",Bully, gila gila saking banyaknya buang sampah sembarangan ,Bully
"['gila', 'jaemin', 'badan', 'lo', 'bagus', 'banget']",Bully, gila jaemin badan lo bagus banget ,Bully
"['cakep', 'bngt', 'anjing', 'huah', 'gila']",Bully, cakep bngt anjing huah gila ,Bully
"['gila', 'dying', 'fetus', 'putridity', 'cryptopsy', 'canibal', 'corpse', 'ngeluarin', 'album']",Bully, gila dying fetus putridity cryptopsy canibal corpse ngeluarin album ,Bully
"['takut', 'orang', 'gila', 'jam', 'segini', 'keliling', 'keliling', 'komplek', 'kak']",Bully, takut orang gila jam segini keliling keliling komplek kak ,Bully
"['sometidasa', 'la', 'gila']",Bully, sometidasa la gila ,Bully
"['performance', 'nya', 'yang', 'seru', 'suju', 'tvxq', 'sih', 'gila', 'pecah', 'banget']",Bully, performance nya yang seru suju tvxq sih gila pecah banget ,Bully
"['tidak', 'kamu', 'gue', 'nungu', 'arthdal', 'thn', 'gila', 'sih', 'season', 'seru']",Bully, tidak kamu gue nungu arthdal thn gila sih season seru ,Bully
"['udah', 'gila', 'kayanya']",Bully, udah gila kayanya ,Bully
"['suju', 'keren', 'banget', 'ashajwk', 'trs', 'tvxq', 'fun', 'banget', 'anjr', 'crowd', 'nua', 'literaly', 'wayv', 'jg', 'nct', 'jg', 'trs', 'raise', 'jg', 'keren', 'banget', 'aespa', 'rv', 'jg', 'kyk', 'semua', 'kren', 'banget', 'heran', 'dn', 'energi', 'nya', 'banget', 'bjir', 'fireworks', 'gila', 'nonton', 'lagi', 'pls']",Bully, suju keren banget ashajwk trs tvxq fun banget anjr crowd nua literaly wayv jg nct jg trs raise jg keren banget aespa rv jg kyk semua kren banget heran dn energi nya banget bjir fireworks gila nonton lagi pls ,Bully
"['jiwa', 'pink', 'blod', 'gue', 'nonton', 'smtown', 'gila', 'gue', 'sekangen', 'lirik', 'lagu', 'hapal', 'huhu']",Bully, jiwa pink blod gue nonton smtown gila gue sekangen lirik lagu hapal huhu ,Bully
"['iya', 'padat', 'gila', 'jadwal', 'semingu', 'kali', 'main', 'keliatan', 'cris', 'kounde', 'kelelahanya', 'ara', 'nyetel', 'cedera']",Bully, iya padat gila jadwal semingu kali main keliatan cris kounde kelelahanya ara nyetel cedera ,Bully
"['gila', 'suer', 'deh', 'bang', 'memang', 'spent', 'biar', 'dpt', 'tidak', 'bong', 'rame', 'banget', 'konser', 'tuh']",Bully, gila suer deh bang memang spent biar dpt tidak bong rame banget konser tuh ,Bully
"['gila', 'jijel', 'aura', 'nya', 'zo', 'kagak', 'main', 'main']",Bully, gila jijel aura nya zo kagak main main ,Bully
"['gila', 'tuh', 'celta', 'make', 'pemeran', 'toy', 'story', 'anjir']",Bully, gila tuh celta make pemeran toy story anjir ,Bully
"['gila', 'keren']",Bully, gila keren ,Bully
"['gila', 'gila', 'gila', 'gila', 'ya', 'manusia', 'seindah']",Bully, gila gila gila gila ya manusia seindah ,Bully
"['aduh', 'gila', 'gue', 'gila', 'gila', 'ji', 'changmin', 'gabisa', 'geser', 'dikit', 'kh', 'tipe']",Bully, aduh gila gue gila gila ji changmin gabisa geser dikit kh tipe ,Bully
"['gila', 'barca']",Bully, gila barca ,Bully
"['gila', 'gila']",Bully, gila gila ,Bully
"['cancelo', 'comeback', 'cuk', 'gila']",Bully, cancelo comeback cuk gila ,Bully
"['gila', 'barca', 'kambek', 'njir']",Bully, gila barca kambek njir ,Bully
"['gue', 'respect', 'banget', 'org', 'kaya', 'begini', 'gila', 'ya', 'dah', 'oleng', 'gitu', 'maksain', 'tampil', 'fansnya']",Bully, gue respect banget org kaya begini gila ya dah oleng gitu maksain tampil fansnya ,Bully
['gila'],Bully, gila ,Bully
"['barca', 'gila']",NoBully, barca gila ,Bully
"['ka', 'jga', 'terharu', 'merinding', 'gila', 'keren', 'bnget', 'pokoknya']",Bully, ka jga terharu merinding gila keren bnget pokoknya ,Bully
"['q', 'gila', 'jajajajajajajaja']",Bully, q gila jajajajajajajaja ,Bully
"['langsung', 'ka', 'ovt', 'gila', 'urusanya', 'deh', 'nyaman', 'mka', 'cerita', 'disni', 'suruh', 'pergi', 'nda', 'mi', 'tempatku', 'cerita', 'twiter', 'lepaskan', 'beban', 'ku']",Bully, langsung ka ovt gila urusanya deh nyaman mka cerita disni suruh pergi nda mi tempatku cerita twiter lepaskan beban ku ,Bully
"['gila', 'keren', 'banget', 'sih', 'putusan', 'sidangnya', 'wkwkwk', 'konflik', 'lainya', 'kah', 'ka']",Bully, gila keren banget sih putusan sidangnya wkwkwk konflik lainya kah ka ,Bully
"['gempak', 'gila', 'animation']",Bully, gempak gila animation ,Bully
"['as', 'an', 'elf', 'yang', 'super', 'sayang', 'tvxq', 'pribadi', 'ngucapin', 'makasih', 'nctzen', 'sing', 'along', 'fanchant', 'pas', 'perform', 'benar', 'tuh', 'black', 'suit', 'mamacita', 'sampai', 'sory', 'sing', 'along', 'pas', 'mirotic', 'fanchant', 'nya', 'gila', 'banget', 'woy']",Bully, as an elf yang super sayang tvxq pribadi ngucapin makasih nctzen sing along fanchant pas perform benar tuh black suit mamacita sampai sory sing along pas mirotic fanchant nya gila banget woy ,Bully
"['wtf', 'gue', 'gila', 'benar', 'gila']",Bully, wtf gue gila benar gila ,Bully
"['gr', 'lucu', 'gila']",Bully, gr lucu gila ,Bully
"['duh', 'coba', 'dlu', 'aja', 'eps', 'alurnya', 'itu', 'bagus', 'banget', 'gila', 'sat', 'set', 'banget', 'jd', 'tidak', 'boseni', 'samsek', 'suka', 'banget']",Bully, duh coba dlu aja eps alurnya itu bagus banget gila sat set banget jd tidak boseni samsek suka banget ,Bully
"['gila', 'gila', 'berat', 'banget', 'ya', 'ekspektasinya', 'wkwk', 'semangat']",Bully, gila gila berat banget ya ekspektasinya wkwk semangat ,Bully
"['gila', 'gue', 'gila']",Bully, gila gue gila ,Bully
"['banget', 'uda', 'gila', 'gue']",Bully, banget uda gila gue ,Bully
"['ataga', 'makan', 'jujur', 'an', 'ngerembet', 'kmna', 'kompor', 'meledug', 'banget', 'gila', 'ngeri', 'banget', 'bukanya', 'akurin', 'orang', 'huru', 'hara', 'wahgila', 'tidak', 'respek', 'aing', 'skrng', 'orang']",Bully, ataga makan jujur an ngerembet kmna kompor meledug banget gila ngeri banget bukanya akurin orang huru hara wahgila tidak respek aing skrng orang ,Bully
"['beli', 'gejrot', 'ceritanya', 'nungu', 'pesen', 'ojol', 'yang', 'ngomong', 'begini', 'donghae', 'gila', 'sih', 'blablabla', 'donghae', 'sih', 'kaget', 'gue', 'liat', 'blablabla', 'real', 'no', 'fake', 'fake', 'mah', 'elfs', 'yang', 'bias', 'nya', 'donghae', 'saingan']",Bully, beli gejrot ceritanya nungu pesen ojol yang ngomong begini donghae gila sih blablabla donghae sih kaget gue liat blablabla real no fake fake mah elfs yang bias nya donghae saingan ,Bully
"['ya', 'alah', 'kim', 'jiwong', 'malem', 'bikin', 'gue', 'gila']",Bully, ya alah kim jiwong malem bikin gue gila ,Bully
"['btw', 'gue', 'ketemu', 'kating', 'cakep', 'banget', 'alah', 'cewe', 'perawakanya', 'kek', 'beda', 'banget', 'cakep', 'gila']",Bully, btw gue ketemu kating cakep banget alah cewe perawakanya kek beda banget cakep gila ,Bully
"['abis', 'konser', 'gila', 'jam', 'segini', 'muacet', 'buanget']",Bully, abis konser gila jam segini muacet buanget ,Bully
"['como', 'me', 'quema', 'la', 'gila']",Bully, como me quema la gila ,Bully
"['tidak', 'kesempetan', 'poto', 'suju', 'karna', 'dah', 'gila', 'duluan']",Bully, tidak kesempetan poto suju karna dah gila duluan ,Bully
"['yalah', 'rebahan', 'minum', 'air', 'dingin', 'beh', 'gila', 'enak', 'pakai', 'bngt', 'benar', 'nikmat', 'yang', 'engkau', 'dustakan']",Bully, yalah rebahan minum air dingin beh gila enak pakai bngt benar nikmat yang engkau dustakan ,Bully
"['memang', 'tuh', 'shiper', 'gila', 'wkwk', 'org', 'mash', 'aja', 'yang', 'bilang', 'beda', 'wkwkwk']",Bully, memang tuh shiper gila wkwk org mash aja yang bilang beda wkwkwk ,Bully
"['gila', 'panjanh', 'banget']",Bully, gila panjanh banget ,Bully
"['gue', 'bjsa', 'gila']",Bully, gue bjsa gila ,Bully
"['lari', 'cowok', 'gila', 'wkwkwk', 'ngakak']",Bully, lari cowok gila wkwkwk ngakak ,Bully
"['jir', 'puyeng', 'banget', 'gil', 'jalan', 'sesek', 'banget', 'macetan', 'kaya', 'gt', 'jakarta', 'tidak', 'nyangka', 'ngerasain', 'macet', 'parah', 'banget', 'begini', 'pwt']",Bully, jir puyeng banget gil jalan sesek banget macetan kaya gt jakarta tidak nyangka ngerasain macet parah banget begini pwt ,Bully
"['eh', 'gila', 'jaewo', 'selca', 'indo']",Bully, eh gila jaewo selca indo ,Bully
"['lo', 'diem', 'aja', 'udah', 'atractive', 'banget', 'dikasih', 'lagu', 'lemonade', 'body', 'rol', 'tidak', 'gila', 'org', 'yang', 'dari', 'gbk']",Bully, lo diem aja udah atractive banget dikasih lagu lemonade body rol tidak gila org yang dari gbk ,Bully
"['a', 'diwnsiwis', 'gila', 'liat', 'fancame']",Bully, a diwnsiwis gila liat fancame ,Bully
"['astaga', 'nk', 'tidur', 'dah', 'gila']",Bully, astaga nk tidur dah gila ,Bully
"['cantik', 'banget', 'gila', 'p', 'naksir']",Bully, cantik banget gila p naksir ,Bully
"['gila', 'kim', 'junkyu', 'keren', 'abiez']",Bully, gila kim junkyu keren abiez ,Bully
"['shimkongz', 'beneran', 'udah', 'gila']",NoBully, shimkongz beneran udah gila ,Bully
"['gila', 'deket', 'banget', 'buset']",Bully, gila deket banget buset ,Bully
"['gila', 'aespa', 'keren', 'banget', 'anjir', 'gws']",Bully, gila aespa keren banget anjir gws ,Bully
"['gue', 'bilang', 'santai', 'aja', 'lo', 'tidak', 'kembalikan', 'gila']",Bully, gue bilang santai aja lo tidak kembalikan gila ,Bully
"['ningning', 'bikin', 'gila', 'cantik', 'banget']",Bully, ningning bikin gila cantik banget ,Bully
"['tugasnya', 'itu', 'simpel', 'gila', 'orang', 'gila']",Bully, tugasnya itu simpel gila orang gila ,Bully
"['gila', 'a', 'konser', 'senyum', 'senyum', 'karna', 'pangling', 'banget', 'momo']",Bully, gila a konser senyum senyum karna pangling banget momo ,Bully
"['ngentot', 'aing', 'kumpul', 'keluarga', 'cape', 'banget', 'gila', 'udah', 'request', 'agustus', 'schedule', 'nya', 'jumat', 'kemarin', 'libur']",Bully, ngentot aing kumpul keluarga cape banget gila udah request agustus schedule nya jumat kemarin libur ,Bully
"['gila', 'aja', 'umur']",Bully, gila aja umur ,Bully
"['woy', 'gila', 'ganteng', 'banget']",Bully, woy gila ganteng banget ,Bully
"['nga', 'gila']",Bully, nga gila ,Bully
"['diatas', 'gila', 'kayanya', 'keadan', 'gue']",Bully, diatas gila kayanya keadan gue ,Bully
"['gila', 'keren', 'banget', 'congrats', 'ya']",Bully, gila keren banget congrats ya ,Bully
"['ayam', 'goreng', 'weh', 'lucu', 'gila', 'mcm', 'pujuk', 'upin', 'ipin']",Bully, ayam goreng weh lucu gila mcm pujuk upin ipin ,Bully
"['ah', 'elah', 'org', 'kalau', 'udah', 'jatuh', 'cinta', 'memang', 'goblok', 'banget']",Bully, ah elah org kalau udah jatuh cinta memang goblok banget ,Bully
"['tanda', 'piknik', 'wawasan', 'luas', 'tidak', 'goblok', 'kayak', 'kadrun']",Bully, tanda piknik wawasan luas tidak goblok kayak kadrun ,Bully
"['perkosa', 'aja', 'udah', 'tidak', 'normal', 'bisanya', 'ngomong', 'org', 'normal', 'perkosa', 'cewek', 'cakep', 'org', 'goblok']",Bully, perkosa aja udah tidak normal bisanya ngomong org normal perkosa cewek cakep org goblok ,Bully
"['beda', 'level', 'goblok', 'edie', 'ucl', 'onana', 'tidak', 'ucl', 'minimal', 'ucl', 'wkwk', 'mampus', 'enak', 'tidak', 'gituin']",NoBully, beda level goblok edie ucl onana tidak ucl minimal ucl wkwk mampus enak tidak gituin ,Bully
"['woy', 'kunyuk', 'elu', 'senin', 'selasa', 'rabu', 'bahasa', 'dari', 'kalau', 'goblok', 'dipatenin']",NoBully, woy kunyuk elu senin selasa rabu bahasa dari kalau goblok dipatenin ,Bully
"['goblok', 'mah', 'beda', 'org']",Bully, goblok mah beda org ,Bully
"['orang', 'gila', 'ya', 'nya', 'dilemparin', 'batu', 'goblok', 'bercandan', 'kelewatan', 'banget', 'anying']",Bully, orang gila ya nya dilemparin batu goblok bercandan kelewatan banget anying ,Bully
"['loe', 'bawa', 'kanjuruhan', 'yang', 'tidak', 'sangkut', 'pautnya', 'cari', 'muka', 'arema', 'nih', 'tidak', 'nyambung', 'coy', 'solo', 'ya', 'solo', 'yang', 'dibahas', 'jangan', 'bawa', 'kanjuruhan', 'goblok']",Bully, loe bawa kanjuruhan yang tidak sangkut pautnya cari muka arema nih tidak nyambung coy solo ya solo yang dibahas jangan bawa kanjuruhan goblok ,Bully
"['jangka', 'liat', 'tidak', 'jajan', 'jajan', 'penyakitan', 'ya', 'organ', 'anaknya', 'sehat', 'kena', 'bakteri', 'tidak', 'cocok', 'goblok']",Bully, jangka liat tidak jajan jajan penyakitan ya organ anaknya sehat kena bakteri tidak cocok goblok ,Bully
"['dkomen', 'yang', 'bilang', 'fans', 'yang', 'sngaja', 'ship', 'jangan', 'goblok', 'fans', 'laki', 'yang', 'ngship', 'dari', 'jaman', 'era', 'who', 'dis', 'dlu', 'd', 'ytube', 'udah', 'dluan', 'jdi', 'fans', 'kpop', 'tapi', 'kalah', 'segi', 'pemikiran', 'dari', 'fans', 'dita', 'yang', 'cm', 'angap', 'hiburan', 'doang', 'alias', 'cocoklogi', 'fiktif', 'blok', 'goblok']",NoBully, dkomen yang bilang fans yang sngaja ship jangan goblok fans laki yang ngship dari jaman era who dis dlu d ytube udah dluan jdi fans kpop tapi kalah segi pemikiran dari fans dita yang cm angap hiburan doang alias cocoklogi fiktif blok goblok ,Bully
"['goblok', 'goblok', 'goblok', 'goblok', 'goblok', 'manusia', 'jaman', 'goblok', 'banget', 'sumpah']",NoBully, goblok goblok goblok goblok goblok manusia jaman goblok banget sumpah ,NoBully
"['goblok', 'ngpain', 'dah', 'cwo', 'bnyk', 'yang', 'dm']",Bully, goblok ngpain dah cwo bnyk yang dm ,Bully
"['orang', 'goblok', 'sadarnya']",Bully, orang goblok sadarnya ,Bully
"['eh', 'sumpil', 'ya', 'gue', 'nih', 'udah', 'titik', 'kangen', 'wonwo', 'tapi', 'anak', 'kayak', 'dimana', 'semalam', 'berbuat', 'huhu', 'kangen', 'banget', 'elah', 'goblok']",Bully, eh sumpil ya gue nih udah titik kangen wonwo tapi anak kayak dimana semalam berbuat huhu kangen banget elah goblok ,Bully
['goblok'],NoBully, goblok ,NoBully
"['kadroen', 'sepertimu', 'pintarnya', 'yang', 'goblok', 'permanen', 'dikit', 'bicara', 'hutang', 'negara', 'tidak', 'hutang', 'hutang', 'pengunan', 'infrastruktur', 'produktip', 'amp', 'kemajuan', 'negara', 'salahnya', 'terpenting', 'tdk', 'melangar', 'u', 'orang', 'pinter', 'dikit', 'tolol', 'goblok']",NoBully, kadroen sepertimu pintarnya yang goblok permanen dikit bicara hutang negara tidak hutang hutang pengunan infrastruktur produktip amp kemajuan negara salahnya terpenting tdk melangar u orang pinter dikit tolol goblok ,NoBully
['goblok'],NoBully, goblok ,NoBully
"['goblok', 'benar', 'lakinya']",NoBully, goblok benar lakinya ,Bully
"['klo', 'org', 'udah', 'suka', 'knp', 'goblok', 'banget', 'si']",Bully, klo org udah suka knp goblok banget si ,Bully
"['ngatain', 'pengalaman', 'orang', 'muda', 'lha', 'kuwi', 'jenenge', 'golek', 'pengalaman', 'to', 'blok', 'goblok']",NoBully, ngatain pengalaman orang muda lha kuwi jenenge golek pengalaman to blok goblok ,Bully
"['dikasih', 'm', 'goblok', 'kalau', 'trading']",Bully, dikasih m goblok kalau trading ,Bully
"['goblok', 'banget', 'penegakan', 'hukum', 'yang', 'd', 'bantu', 'rakyat', 'bambang', 'noh', 'tangkapin', 'teroris', 'papua']",NoBully, goblok banget penegakan hukum yang d bantu rakyat bambang noh tangkapin teroris papua ,Bully
"['gemeteran', 'takut', 'goblok', 'posisi', 'lagi', 'kirain', 'culik']",Bully, gemeteran takut goblok posisi lagi kirain culik ,Bully
"['knp', 'alasan', 'utk', 'jangan', 'biarkan', 'orang', 'bodoh', 'tolol', 'goblok', 'berkembang', 'biak']",NoBully, knp alasan utk jangan biarkan orang bodoh tolol goblok berkembang biak ,NoBully
"['orang', 'goblok', 'gampang', 'kemakan', 'hoax']",NoBully, orang goblok gampang kemakan hoax ,Bully
"['iya', 'aja', 'goblok']",Bully, iya aja goblok ,Bully
"['krn', 'goblok', 'pura', 'megawati', 'mg', 'malas', 'kuliah', 'isi', 'pidatonya', 'omong', 'kosong']",NoBully, krn goblok pura megawati mg malas kuliah isi pidatonya omong kosong ,Bully
"['begini', 'manusia', 'goblok', 'sampah', 'sehinga', 'otaknya', 'berisi', 'kotoran', 'pikiranya', 'media', 'berbobot', 'isinya', 'berita', 'berbobot', 'dagelan', 'kebencian']",NoBully, begini manusia goblok sampah sehinga otaknya berisi kotoran pikiranya media berbobot isinya berita berbobot dagelan kebencian ,Bully
"['media', 'goblok', 'sih', 'teriak', 'bubarkan', 'turunkan', 'tidak', 'hasilnya', 'teriak', 'bubarkan', 'pemerintah']",NoBully, media goblok sih teriak bubarkan turunkan tidak hasilnya teriak bubarkan pemerintah ,Bully
"['goblok', 'cepu', 'goblok', 'belajar']",Bully, goblok cepu goblok belajar ,NoBully
"['we', 're', 'leaving', 'problematic', 'fanbases', 'ganguin', 'btw', 'lo', 'tidak', 'diajakin', 'ngobrol', 'ikutan', 'nimbrung', 'ngatain', 'org', 'goblok', 'wkwk', 'tapi', 'sih', 'yang', 'diharepin', 'orang', 'yang', 'analisisnya', 'kaya', 'lo', 'lmfao']",NoBully, we re leaving problematic fanbases ganguin btw lo tidak diajakin ngobrol ikutan nimbrung ngatain org goblok wkwk tapi sih yang diharepin orang yang analisisnya kaya lo lmfao ,Bully
"['goblok', 'sama', 'diguna', 'sih', 'mah']",Bully, goblok sama diguna sih mah ,Bully
"['bodoh', 'tolol', 'anjing', 'bangsat', 'goblok', 'diriku', 'kpd', 'diriku']",Bully, bodoh tolol anjing bangsat goblok diriku kpd diriku ,Bully
"['goblok', 'cepu', 'kalau', 'goblok', 'belajar', 'toloi']",NoBully, goblok cepu kalau goblok belajar toloi ,NoBully
"['backsound', 'on', 'si', 'goblok', 'o', 'si', 'goblok']",NoBully, backsound on si goblok o si goblok ,NoBully
"['goblok', 'banget']",NoBully, goblok banget ,NoBully
"['kontol', 'lo', 'anjing', 'bangsat', 'gue', 'belom', 'cair', 'tip', 'cepu', 'goblok']",Bully, kontol lo anjing bangsat gue belom cair tip cepu goblok ,Bully
"['ngatain', 'orang', 'goblok', 'yang', 'goblok', 'heran', 'ih', 'pantes', 'aja', 'kayak', 'gitu', 'orang', 'akgae', 'anti', 'jungkok']",Bully, ngatain orang goblok yang goblok heran ih pantes aja kayak gitu orang akgae anti jungkok ,Bully
"['yok', 'ayok', 'goblok', 'nya', 'pelihara']",Bully, yok ayok goblok nya pelihara ,Bully
"['lo', 'goblok', 'dulunya', 'pinter', 'jdi', 'buzerpnis', 'kontol', 'tl']",NoBully, lo goblok dulunya pinter jdi buzerpnis kontol tl ,Bully
"['goblok', 'lo']",NoBully, goblok lo ,NoBully
"['goblok', 'bin', 'dungu', 'loe', 'mu', 'kalau', 'ucapin', 'asalamualaikum', 'lengkap', 'kalau', 'ucapin', 'inalilahi', 'lengkap', 'dasar', 'kadroen', 'titid']",NoBully, goblok bin dungu loe mu kalau ucapin asalamualaikum lengkap kalau ucapin inalilahi lengkap dasar kadroen titid ,Bully
"['lo', 'cowo', 'banci', 'celamitan', 'banget', 'ngurusin', 'org', 'cebong', 'goblok']",NoBully, lo cowo banci celamitan banget ngurusin org cebong goblok ,Bully
"['kadrun', 'kalau', 'tidak', 'goblok', 'ya', 'gila']",NoBully, kadrun kalau tidak goblok ya gila ,Bully
"['goblok', 'blok', 'goblok']",NoBully, goblok blok goblok ,NoBully
"['minimal', 'nanya', 'goblok', 'kalau', 'gatau', 'bikin', 'indo', 'ban', 'lo', 'tolol', 'otak', 'tidak', 'pakai', 'komunitas', 'negara', 'india', 'mah', 'kompak', 'cepuin', 'negara', 'babi', 'gue', 'garap', 'round', 'kontol', 'lo', 'anjing']",NoBully, minimal nanya goblok kalau gatau bikin indo ban lo tolol otak tidak pakai komunitas negara india mah kompak cepuin negara babi gue garap round kontol lo anjing ,NoBully
"['baca', 'tolol', 'goblok', 'orang', 'udah', 'disediain', 'kalkulator', 'webnya', 'aja', 'tidak', 'ngerti', 'goblok', 'tolol']",NoBully, baca tolol goblok orang udah disediain kalkulator webnya aja tidak ngerti goblok tolol ,NoBully
"['ketikan', 'lo', 'buset', 'kayanya', 'lo', 'sakit', 'dah', 'anying', 'trus', 'lo', 'ngeliat', 'idol', 'gue', 'ampe', 'pingsan', 'pangung', 'kah', 'goblok']",Bully, ketikan lo buset kayanya lo sakit dah anying trus lo ngeliat idol gue ampe pingsan pangung kah goblok ,Bully
"['ancene', 'seng', 'wedok', 'iki', 'tidak', 'seneng', 'kon', 'blok', 'goblok', 'mek', 'pgn', 'duekmu', 'tok', 'mendo', 'ancen', 'arek']",Bully, ancene seng wedok iki tidak seneng kon blok goblok mek pgn duekmu tok mendo ancen arek ,Bully
"['aja', 'org', 'yang', 'rela', 'goblok', 'membelanya']",Bully, aja org yang rela goblok membelanya ,Bully
